"ORDERID","USERID","SALESREPPERSONID","CONTACTPERSONID","ORDERDATE","EXPECTEDDELIVERYDATE","CUSTOMERPURCHASEORDERNUMBER","ISUNDERSUPPLYBACKORDERED","PICKINGCOMPLETEDWHEN","LASTEDITEDBY","LASTEDITEDWHEN"
1961,51,7,1101,23-02-02,23-02-11,"19330",1,23-02-04,11,23-02-05
1962,953,16,3153,24-12-05,24-12-15,"14617",1,24-12-08,11,24-12-07
1963,862,15,3062,23-03-14,23-03-20,"17181",1,23-03-17,11,23-03-17
1964,901,14,3101,24-11-30,24-12-07,"13867",1,24-12-03,11,24-12-03
1965,876,15,3076,23-06-17,23-06-18,"10806",1,23-06-19,11,23-06-21
1966,498,13,2195,23-09-10,23-09-19,"14197",1,23-09-15,11,23-09-15
1967,97,3,1193,23-02-07,23-02-15,"10891",1,23-02-10,11,23-02-11
1968,908,8,3108,24-09-12,24-09-21,"17180",1,24-09-14,11,24-09-13
1969,899,3,3099,23-02-17,23-02-24,"12108",1,23-02-20,11,23-02-22
1970,559,6,2317,23-03-15,23-03-23,"11968",1,23-03-18,11,23-03-17
1971,930,20,3130,23-10-04,23-10-10,"12499",1,23-10-07,11,23-10-09
1972,48,7,1095,23-11-06,23-11-15,"13412",1,23-11-10,11,23-11-10
1973,2,16,1003,24-03-29,24-04-07,"11240",1,24-04-03,11,24-04-02
1974,30,16,1059,24-07-19,24-07-24,"10083",1,24-07-23,11,24-07-20
1975,866,16,3066,24-05-25,24-06-03,"15733",1,24-05-28,11,24-05-30
1976,31,14,1061,24-09-10,24-09-18,"10253",1,24-09-12,11,24-09-11
1977,971,15,3171,23-07-14,23-07-23,"19095",1,23-07-17,11,23-07-16
1978,451,14,2101,24-02-12,24-02-14,"15599",1,24-02-13,11,24-02-15
1979,510,16,2219,24-02-29,24-03-09,"17983",1,24-03-04,11,24-03-04
1980,49,6,1097,24-09-09,24-09-17,"14057",1,24-09-13,11,24-09-13
1981,174,3,1347,24-03-27,24-04-01,"18166",1,24-03-30,11,24-03-31
1982,938,8,3138,23-10-06,23-10-09,"17639",1,23-10-07,11,23-10-10
1983,455,16,2109,24-03-01,24-03-11,"12907",1,24-03-05,11,24-03-06
1984,174,2,1347,24-04-04,24-04-13,"11081",1,24-04-08,11,24-04-08
1985,130,3,1259,23-10-22,23-10-31,"14906",1,23-10-23,11,23-10-27
1986,449,7,2097,23-04-10,23-04-20,"13497",1,23-04-13,11,23-04-12
1987,509,2,2217,24-07-03,24-07-10,"18200",1,24-07-06,11,24-07-06
1988,17,8,1033,23-07-26,23-08-02,"13675",1,23-07-30,11,23-07-28
1989,908,8,3108,23-07-04,23-07-14,"11065",1,23-07-07,11,23-07-06
1990,57,15,1113,23-02-15,23-02-19,"13872",1,23-02-19,16,23-02-19
1991,428,6,2055,24-08-14,24-08-15,"10490",1,24-08-15,11,24-08-15
1992,4,6,1007,23-01-10,23-01-17,"14695",1,23-01-12,11,23-01-15
1993,843,20,3043,24-09-13,24-09-22,"16568",1,24-09-17,11,24-09-18
1994,507,14,2213,24-07-21,24-07-25,"13748",1,24-07-26,11,24-07-24
1995,155,15,1309,23-03-16,23-03-25,"18851",1,23-03-18,11,23-03-20
1996,426,15,2051,24-12-03,24-12-12,"19423",1,24-12-04,11,24-12-07
1997,106,8,1211,24-11-06,24-11-09,"11617",1,24-11-08,11,24-11-10
1998,568,3,2335,23-05-28,23-06-03,"18329",1,23-05-31,11,23-05-30
1999,200,14,1399,23-01-06,23-01-07,"18606",1,23-01-08,11,23-01-08
2000,566,13,2331,24-03-12,24-03-20,"10689",1,24-03-14,11,24-03-15
2001,594,16,2387,24-02-18,24-02-21,"17444",1,24-02-22,11,24-02-20
2002,933,8,3133,23-01-15,23-01-22,"16979",1,23-01-19,11,23-01-17
2003,962,7,3162,24-10-10,24-10-17,"13061",1,24-10-14,11,24-10-11
2004,984,8,3184,23-08-22,23-08-23,"18203",1,23-08-26,11,23-08-26
2005,901,14,3101,23-07-10,23-07-12,"11027",1,23-07-14,11,23-07-11
2006,513,7,2225,23-04-01,23-04-09,"13231",1,23-04-03,11,23-04-06
2007,962,15,3162,24-10-10,24-10-19,"11490",1,24-10-12,11,24-10-13
2008,892,6,3092,23-02-15,23-02-17,"11313",1,23-02-20,11,23-02-19
2009,57,15,1113,23-03-27,23-04-04,"13872",1,23-03-30,6,23-03-31
2010,3,3,1005,24-03-14,24-03-22,"18638",1,24-03-16,6,24-03-18
2011,73,20,1145,24-10-15,24-10-17,"16627",1,24-10-19,6,24-10-19
2012,815,16,3015,24-01-28,24-01-31,"12331",1,24-02-02,18,24-01-30
2013,13,20,1025,23-06-03,23-06-04,"14076",1,23-06-05,18,23-06-07
2014,44,3,1087,24-01-03,24-01-07,"10169",1,24-01-05,18,24-01-05
2015,146,13,1291,23-03-12,23-03-20,"14257",1,23-03-15,6,23-03-14
2016,998,3,3198,24-05-29,24-06-05,"11121",1,24-05-30,6,24-05-30
2017,977,15,3177,24-01-23,24-01-30,"17621",1,24-01-24,6,24-01-28
2018,81,16,1161,24-07-28,24-08-06,"18949",1,24-07-31,18,24-07-30
2019,974,7,3174,23-07-01,23-07-07,"16470",1,23-07-05,6,23-07-04
2020,944,20,3144,24-11-09,24-11-12,"17916",1,24-11-11,18,24-11-11
2021,554,2,2307,24-12-09,24-12-15,"12792",1,24-12-10,6,24-12-12
2022,588,8,2375,23-11-22,23-11-27,"10940",1,23-11-23,6,23-11-23
2023,849,13,3049,24-03-01,24-03-04,"18273",1,24-03-03,6,24-03-04
2024,948,16,3148,23-11-17,23-11-20,"17623",1,23-11-22,6,23-11-20
2025,110,8,1219,24-05-12,24-05-20,"15973",1,24-05-15,6,24-05-15
2026,953,14,3153,23-02-12,23-02-17,"10615",1,23-02-14,6,23-02-14
2027,527,8,2253,24-04-16,24-04-18,"13979",1,24-04-18,6,24-04-18
2028,29,2,1057,24-01-21,24-01-28,"18917",1,24-01-25,6,24-01-23
2029,982,6,3182,23-06-20,23-06-26,"14656",1,23-06-24,18,23-06-22
2030,93,7,1185,23-03-17,23-03-20,"18627",1,23-03-19,6,23-03-19
2031,508,20,2215,24-07-18,24-07-20,"10704",1,24-07-20,6,24-07-20
2032,427,6,2053,23-03-07,23-03-12,"17352",1,23-03-11,6,23-03-12
2033,879,14,3079,23-08-20,23-08-22,"10587",1,23-08-25,6,23-08-25
2034,499,13,2197,24-04-14,24-04-20,"15072",1,24-04-18,6,24-04-18
2035,540,3,2279,24-03-14,24-03-19,"17183",1,24-03-19,6,24-03-19
2036,982,8,3182,23-01-21,23-01-28,"11255",1,23-01-23,6,23-01-25
2037,888,20,3088,24-05-18,24-05-26,"14449",1,24-05-21,6,24-05-22
2038,868,6,3068,23-09-21,23-09-22,"11903",1,23-09-24,6,23-09-24
2039,461,6,2121,24-07-30,24-08-06,"10113",1,24-08-02,6,24-07-31
2040,854,20,3054,24-09-24,24-09-25,"13258",1,24-09-27,6,24-09-29
2041,483,2,2165,23-07-25,23-07-29,"18172",1,23-07-28,6,23-07-27
2042,879,3,3079,23-04-13,23-04-15,"11134",1,23-04-17,6,23-04-18
2043,74,20,1147,23-01-10,23-01-17,"14717",1,23-01-12,6,23-01-12
2044,157,20,1313,24-08-25,24-08-30,"18762",1,24-08-30,6,24-08-28
2045,149,13,1297,24-07-22,24-07-29,"17767",1,24-07-26,6,24-07-25
2046,174,14,1347,23-10-23,23-10-25,"13234",1,23-10-26,6,23-10-24
2047,876,6,3076,24-09-11,24-09-17,"15477",1,24-09-13,6,24-09-14
2048,154,13,1307,24-02-12,24-02-22,"18381",1,24-02-15,6,24-02-17
2049,819,6,3019,24-09-14,24-09-19,"19811",1,24-09-16,6,24-09-16
2050,143,3,1285,24-07-29,24-08-08,"15641",1,24-08-02,6,24-08-02
2051,820,16,3020,23-09-17,23-09-23,"13471",1,23-09-21,6,23-09-19
2052,861,8,3061,24-01-27,24-02-01,"16401",1,24-01-31,6,24-01-30
2053,436,14,2071,23-09-15,23-09-18,"13590",1,23-09-18,6,23-09-17
2054,92,7,1183,23-04-07,23-04-15,"15551",1,23-04-08,6,23-04-08
2055,13,20,1025,24-10-27,24-11-02,"14076",1,24-10-30,14,24-10-31
2056,44,3,1087,23-02-10,23-02-14,"10169",1,23-02-14,9,23-02-15
2057,81,16,1161,23-02-16,23-02-19,"18949",1,23-02-18,14,23-02-19
2058,815,16,3015,23-12-05,23-12-12,"12331",1,23-12-07,10,23-12-07
2059,944,20,3144,23-07-12,23-07-17,"17916",1,,18,23-07-16
2060,982,6,3182,24-11-17,24-11-24,"14656",1,24-11-19,17,24-11-21
2061,447,16,2093,23-05-27,23-06-05,"16910",1,23-05-31,6,23-05-31
2062,65,8,1129,24-05-18,24-05-26,"12056",1,24-05-22,6,24-05-20
2063,440,2,2079,24-07-11,24-07-21,"19050",1,24-07-16,6,24-07-16
2064,76,14,1151,24-09-08,24-09-11,"11053",1,24-09-10,6,24-09-11
2065,411,3,2021,23-11-02,23-11-11,"17341",1,23-11-07,6,23-11-06
2066,596,13,2391,24-12-30,25-01-01,"10274",1,25-01-01,6,25-01-03
2067,3,15,1005,24-03-25,24-04-02,"18655",1,24-03-27,6,24-03-27
2068,940,15,3140,24-06-17,24-06-18,"10517",1,24-06-21,6,24-06-19
2069,951,7,3151,24-07-18,24-07-21,"12098",1,24-07-21,6,24-07-20
2070,586,13,2371,24-07-19,24-07-29,"15865",1,24-07-23,6,24-07-23
2071,586,2,2371,23-01-28,23-01-30,"15316",1,23-01-30,6,23-01-31
2072,186,2,1371,24-05-19,24-05-28,"18322",1,24-05-23,6,24-05-22
2073,175,16,1349,23-03-26,23-03-31,"11428",1,23-03-28,6,23-03-30
2074,597,7,2393,24-04-23,24-04-28,"11029",1,24-04-26,6,24-04-28
2075,140,14,1279,24-04-04,24-04-14,"19533",1,24-04-09,6,24-04-07
2076,995,15,3195,24-08-05,24-08-10,"18972",1,24-08-08,6,24-08-08
2077,24,8,1047,23-07-13,23-07-17,"19545",1,23-07-15,6,23-07-16
2078,582,14,2363,23-04-09,23-04-11,"18998",1,23-04-11,6,23-04-12
2079,126,16,1251,24-11-25,24-11-27,"13451",1,24-11-27,6,24-11-29
2080,403,20,2005,23-01-08,23-01-16,"13084",1,23-01-10,6,23-01-12
2081,465,15,2129,23-05-20,23-05-27,"16846",1,23-05-22,15,23-05-23
2082,928,3,3128,23-12-10,23-12-12,"13371",1,23-12-12,6,23-12-13
2083,97,13,1193,23-07-10,23-07-15,"14580",1,23-07-14,6,23-07-13
2084,443,2,2085,23-08-04,23-08-06,"16152",1,23-08-06,6,23-08-07
2085,879,8,3079,23-10-15,23-10-20,"10296",1,23-10-16,6,23-10-19
2086,862,2,3062,23-02-05,23-02-15,"15011",1,23-02-06,6,23-02-07
2087,108,14,1215,24-02-20,24-02-28,"16934",1,24-02-24,6,24-02-24
2088,432,13,2063,23-06-07,23-06-13,"19980",1,23-06-10,6,23-06-11
2089,4,8,1007,24-04-14,24-04-16,"12759",1,24-04-18,15,24-04-16
2090,467,6,2133,24-01-06,24-01-11,"14638",1,24-01-11,6,24-01-09
2091,868,8,3068,24-07-03,24-07-04,"16272",1,24-07-05,6,24-07-06
2092,992,15,3192,23-05-03,23-05-07,"10775",1,23-05-07,15,23-05-05
2093,438,7,2075,24-02-23,24-02-27,"18828",1,24-02-26,6,24-02-24
2094,480,6,2159,24-07-09,24-07-12,"17516",1,24-07-13,6,24-07-13
2095,515,7,2229,23-09-25,23-10-03,"11903",1,23-09-27,6,23-09-29
2096,58,8,1115,24-07-03,24-07-10,"19386",1,24-07-05,6,24-07-08
2097,991,15,3191,24-03-18,24-03-24,"12693",1,24-03-22,6,24-03-22
2098,493,15,2185,24-02-15,24-02-17,"11149",1,24-02-19,6,24-02-16
2099,480,7,2159,23-12-27,23-12-31,"16735",1,23-12-29,6,23-12-29
2100,888,16,3088,23-08-11,23-08-19,"15834",1,23-08-14,6,23-08-13
2101,44,13,1087,23-01-22,23-01-24,"11270",1,23-01-26,6,23-01-27
2102,923,15,3123,24-10-19,24-10-23,"14296",1,24-10-22,6,24-10-20
2103,563,6,2325,24-11-11,24-11-19,"14729",1,24-11-15,6,24-11-13
2104,952,20,3152,23-05-17,23-05-19,"13923",1,23-05-19,6,23-05-19
2105,587,7,2373,24-05-14,24-05-15,"16944",1,24-05-16,6,24-05-18
2106,88,14,1175,23-12-13,23-12-19,"12531",1,23-12-16,6,23-12-14
2107,63,14,1125,24-03-18,24-03-26,"14254",1,24-03-20,6,24-03-19
2108,174,2,1347,23-01-28,23-01-30,"14805",1,23-02-01,6,23-01-30
2109,63,3,1125,24-11-11,24-11-19,"18022",1,24-11-15,6,24-11-15
2110,987,14,3187,23-01-31,23-02-09,"14936",1,23-02-05,6,23-02-04
2111,553,2,2305,23-12-14,23-12-22,"15642",1,23-12-15,6,23-12-18
2112,566,20,2331,23-07-16,23-07-20,"11496",1,23-07-19,6,23-07-18
2113,901,15,3101,23-08-12,23-08-17,"15249",1,23-08-17,15,23-08-16
2114,859,14,3059,23-09-20,23-09-29,"11907",1,23-09-22,6,23-09-23
2115,935,20,3135,24-11-02,24-11-03,"16197",1,24-11-03,6,24-11-07
2116,429,2,2057,24-02-11,24-02-16,"16513",1,24-02-14,6,24-02-16
2117,166,20,1331,24-04-09,24-04-16,"13089",1,24-04-14,6,24-04-11
2118,806,8,3006,24-12-07,24-12-11,"12890",1,24-12-12,6,24-12-09
2119,125,3,1249,24-08-30,24-09-02,"17756",1,24-09-02,6,24-09-03
2120,803,6,3003,24-09-09,24-09-19,"18160",1,24-09-11,6,24-09-14
2121,458,2,2115,23-07-11,23-07-14,"17235",1,23-07-15,6,23-07-13
2122,488,8,2175,23-03-25,23-03-27,"18494",1,23-03-26,6,23-03-29
2123,31,20,1061,24-07-22,24-07-29,"10044",1,24-07-25,6,24-07-25
2124,88,2,1175,23-08-01,23-08-05,"17326",1,23-08-03,6,23-08-02
2125,13,14,1025,23-10-29,23-11-08,"16322",1,23-11-03,6,23-10-31
2126,855,16,3055,24-03-13,24-03-17,"11440",1,24-03-15,6,24-03-14
2127,45,8,1089,24-07-27,24-08-01,"10129",1,24-07-31,6,24-07-29
2128,4,8,1007,24-10-19,24-10-24,"12759",1,24-10-22,4,24-10-20
2129,465,15,2129,23-06-13,23-06-22,"16846",1,23-06-15,12,23-06-17
2130,901,15,3101,24-03-14,24-03-19,"15249",1,24-03-17,10,24-03-16
2131,992,15,3192,23-08-23,23-08-28,"10775",1,23-08-27,4,23-08-25
2132,70,3,1139,24-04-27,24-04-30,"19758",1,24-04-29,12,24-04-29
2133,113,3,1225,23-07-18,23-07-24,"15245",1,23-07-23,12,23-07-21
2134,523,16,2245,23-10-17,23-10-23,"14470",1,23-10-18,12,23-10-18
2135,466,15,2131,24-04-17,24-04-21,"11498",1,24-04-21,12,24-04-18
2136,87,8,1173,24-02-22,24-02-28,"15972",1,24-02-23,12,24-02-23
2137,900,15,3100,24-03-07,24-03-17,"14400",1,24-03-10,12,24-03-12
2138,866,13,3066,24-07-06,24-07-08,"17376",1,24-07-09,12,24-07-10
2139,430,3,2059,23-12-16,23-12-24,"13474",1,23-12-19,12,23-12-18
2140,46,14,1091,24-05-23,24-05-30,"14462",1,24-05-26,12,24-05-25
2141,186,2,1371,24-10-04,24-10-10,"17707",1,24-10-08,12,24-10-06
2142,943,8,3143,23-01-31,23-02-06,"14607",1,23-02-02,12,23-02-05
2143,471,8,2141,23-07-06,23-07-15,"17432",1,23-07-10,12,23-07-08
2144,962,13,3162,23-01-13,23-01-20,"15143",1,23-01-15,12,23-01-17
2145,519,13,2237,23-11-07,23-11-09,"10091",1,23-11-09,12,23-11-10
2146,535,2,2269,23-10-31,23-11-08,"11248",1,23-11-05,7,23-11-04
2147,530,15,2259,23-07-10,23-07-15,"11523",1,23-07-14,12,23-07-11
2148,978,13,3178,23-05-23,23-05-28,"13252",1,23-05-25,12,23-05-26
2149,831,14,3031,24-09-29,24-10-02,"11973",1,24-10-01,12,24-10-02
2150,457,8,2113,23-05-09,23-05-12,"12434",1,23-05-13,7,23-05-13
2151,564,13,2327,24-09-18,24-09-27,"19407",1,24-09-19,12,24-09-22
2152,160,7,1319,24-09-27,24-10-06,"16945",1,24-09-30,12,24-10-01
2153,50,7,1099,24-10-21,24-10-28,"14470",1,24-10-25,12,24-10-23
2154,28,2,1055,23-10-27,23-10-31,"11121",1,23-10-31,12,23-10-28
2155,188,8,1375,24-12-18,24-12-23,"11624",1,24-12-21,12,24-12-20
2156,162,3,1323,23-01-22,23-01-26,"14392",1,23-01-24,7,23-01-23
2157,22,14,1043,23-05-17,23-05-27,"14644",1,23-05-21,12,23-05-19
2158,97,13,1193,23-01-13,23-01-16,"10987",1,23-01-17,12,23-01-15
2159,882,13,3082,23-02-10,23-02-13,"16827",1,23-02-11,12,23-02-12
2160,125,3,1249,24-06-27,24-07-04,"13288",1,24-07-01,12,24-06-29
2161,588,15,2375,23-04-02,23-04-06,"12795",1,23-04-03,12,23-04-05
2162,548,20,2295,24-08-03,24-08-12,"14265",1,24-08-07,12,24-08-07
2163,162,3,1323,24-03-19,24-03-26,"14392",1,,7,24-03-23
2164,457,8,2113,23-05-30,23-06-05,"12434",1,,7,23-06-01
2165,535,2,2269,24-12-13,24-12-14,"11248",1,24-12-18,10,24-12-17
2166,482,16,2163,24-12-05,24-12-14,"13566",1,24-12-07,13,24-12-08
2167,531,20,2261,23-05-17,23-05-27,"16570",1,23-05-22,4,23-05-22
2168,107,6,1213,23-10-18,23-10-20,"11654",1,23-10-23,4,23-10-21
2169,412,15,2023,23-08-12,23-08-14,"10393",1,23-08-16,13,23-08-15
2170,119,8,1237,24-09-06,24-09-15,"12717",1,24-09-08,4,24-09-08
2171,869,7,3069,24-12-20,24-12-28,"11259",1,24-12-24,4,24-12-23
2172,885,13,3085,23-10-17,23-10-24,"14013",1,23-10-21,4,23-10-21
2173,189,7,1377,23-08-28,23-08-29,"12436",1,23-08-29,4,23-08-30
2174,30,13,1059,23-05-06,23-05-16,"10079",1,23-05-07,13,23-05-10
2175,46,20,1091,23-04-01,23-04-11,"19320",1,23-04-03,4,23-04-05
2176,987,15,3187,24-07-08,24-07-16,"16161",1,24-07-10,4,24-07-13
2177,158,6,1315,24-12-05,24-12-09,"15442",1,24-12-07,4,24-12-08
2178,823,3,3023,23-01-22,23-01-31,"19992",1,23-01-24,4,23-01-27
2179,853,20,3053,24-09-04,24-09-10,"10035",1,24-09-07,4,24-09-06
2180,409,2,2017,24-01-04,24-01-12,"16463",1,24-01-05,4,24-01-07
2181,583,8,2365,24-12-07,24-12-16,"11748",1,24-12-08,4,24-12-10
2182,892,14,3092,23-04-10,23-04-12,"13380",1,23-04-13,4,23-04-13
2183,409,6,2017,23-03-09,23-03-18,"12774",1,23-03-10,4,23-03-12
2184,589,16,2377,24-03-20,24-03-27,"11376",1,24-03-22,4,24-03-25
2185,7,6,1013,23-04-11,23-04-21,"14034",1,23-04-13,4,23-04-14
2186,878,14,3078,23-12-12,23-12-21,"17145",1,23-12-16,4,23-12-13
2187,851,20,3051,24-04-25,24-05-01,"14376",1,24-04-28,4,24-04-29
2188,110,7,1219,24-07-28,24-07-30,"18514",1,24-07-30,4,24-07-29
2189,570,13,2339,24-10-21,24-10-24,"10717",1,24-10-22,4,24-10-25
2190,453,6,2105,24-08-13,24-08-20,"17748",1,24-08-16,4,24-08-14
2191,125,13,1249,23-08-29,23-09-03,"14775",1,23-08-31,4,23-09-01
2192,76,8,1151,23-12-23,23-12-27,"15329",1,23-12-28,4,23-12-28
2193,75,6,1149,24-04-15,24-04-24,"14320",1,24-04-20,4,24-04-20
2194,417,7,2033,24-06-03,24-06-12,"14714",1,24-06-07,13,24-06-07
2195,462,3,2123,23-12-05,23-12-10,"10939",1,23-12-07,13,23-12-09
2196,477,13,2153,23-05-28,23-06-04,"18414",1,23-05-31,4,23-06-02
2197,891,14,3091,23-07-06,23-07-10,"12306",1,23-07-09,4,23-07-09
2198,941,7,3141,23-08-22,23-08-27,"10060",1,23-08-23,4,23-08-25
2199,598,3,2395,23-12-25,24-01-01,"17517",1,23-12-27,13,23-12-30
2200,967,16,3167,23-08-03,23-08-09,"14869",1,23-08-04,4,23-08-05
2201,534,8,2267,23-09-17,23-09-21,"15692",1,23-09-21,4,23-09-20
2202,808,14,3008,23-01-15,23-01-16,"13199",1,23-01-18,4,23-01-17
2203,30,13,1059,24-08-14,24-08-19,"10079",1,24-08-18,9,24-08-15
2204,412,15,2023,23-09-12,23-09-22,"10393",1,23-09-14,9,23-09-16
2205,417,7,2033,24-09-27,24-10-05,"14714",1,24-09-28,17,24-10-01
2206,462,3,2123,24-08-31,24-09-09,"10939",1,24-09-03,5,24-09-02
2207,482,16,2163,23-11-14,23-11-23,"13566",1,23-11-19,14,23-11-15
737,139,3,1277,23-11-25,23-12-04,"12452",1,23-11-30,6,23-11-29
738,511,6,2221,24-09-09,24-09-18,"13766",1,24-09-12,6,24-09-11
739,535,8,2269,24-05-27,24-05-30,"19479",1,24-05-29,6,24-05-28
740,518,15,2235,24-07-31,24-08-04,"19266",1,24-08-03,6,24-08-04
741,547,20,2293,23-10-02,23-10-03,"17140",1,23-10-03,6,23-10-04
742,425,8,2049,23-10-31,23-11-02,"15502",1,23-11-04,6,23-11-01
743,592,14,2383,24-01-20,24-01-26,"10884",1,24-01-23,6,24-01-24
744,420,6,2039,23-04-27,23-05-03,"13972",1,23-04-30,17,23-04-30
745,89,2,1177,24-09-22,24-09-28,"14937",1,24-09-23,6,24-09-25
746,463,14,2125,23-08-20,23-08-24,"14663",1,23-08-22,6,23-08-22
747,160,6,1319,23-05-02,23-05-07,"18793",1,23-05-05,6,23-05-06
748,841,13,3041,23-03-22,23-03-27,"13577",1,23-03-24,6,23-03-23
749,31,20,1061,24-12-13,24-12-19,"14741",1,24-12-16,6,24-12-18
750,835,2,3035,24-12-12,24-12-20,"10975",1,24-12-14,6,24-12-17
751,158,15,1315,23-10-27,23-10-31,"10258",1,23-10-30,6,23-10-28
752,118,8,1235,23-12-25,24-01-04,"14923",1,23-12-29,6,23-12-28
753,861,6,3061,24-10-08,24-10-14,"12080",1,24-10-12,6,24-10-09
754,563,2,2325,24-02-13,24-02-20,"11147",1,24-02-17,6,24-02-16
755,479,8,2157,23-12-10,23-12-18,"19246",1,23-12-11,17,23-12-13
756,429,6,2057,24-03-20,24-03-24,"14489",1,24-03-23,6,24-03-23
757,916,14,3116,23-02-27,23-03-09,"15297",1,23-03-03,6,23-03-01
758,436,16,2071,23-08-08,23-08-14,"13823",1,23-08-10,6,23-08-10
759,878,7,3078,23-01-12,23-01-21,"11809",1,23-01-16,6,23-01-17
760,130,14,1259,23-05-05,23-05-14,"14313",1,23-05-08,6,23-05-06
761,857,15,3057,24-12-01,24-12-05,"12712",1,24-12-05,6,24-12-04
762,801,14,3001,23-04-20,23-04-23,"12654",1,23-04-24,6,23-04-23
763,127,7,1253,23-05-23,23-05-29,"10347",1,23-05-25,6,23-05-26
764,42,15,1083,24-11-27,24-12-02,"12274",1,24-11-30,6,24-11-30
765,420,6,2039,23-08-14,23-08-17,"13972",1,23-08-15,9,23-08-18
766,479,8,2157,24-02-17,24-02-19,"19246",1,24-02-21,5,24-02-21
767,806,20,3006,23-09-07,23-09-11,"12465",1,23-09-12,15,23-09-11
768,197,13,1393,24-03-04,24-03-08,"17999",1,24-03-08,9,24-03-07
769,910,6,3110,23-02-23,23-03-04,"18479",1,23-02-25,9,23-02-27
770,844,20,3044,23-11-19,23-11-21,"10390",1,23-11-24,9,23-11-22
771,56,20,1111,23-12-03,23-12-04,"14051",1,23-12-07,9,23-12-05
772,559,6,2317,23-03-19,23-03-28,"15407",1,23-03-23,9,23-03-21
773,73,6,1145,23-02-05,23-02-13,"10447",1,23-02-08,9,23-02-08
774,892,2,3092,23-02-15,23-02-20,"17178",1,23-02-20,9,23-02-17
775,521,3,2241,24-07-05,24-07-12,"12553",1,24-07-07,9,24-07-09
776,987,15,3187,24-01-23,24-01-27,"17219",1,24-01-27,9,24-01-25
777,486,20,2171,23-08-19,23-08-25,"15104",1,23-08-22,9,23-08-22
778,554,3,2307,24-02-11,24-02-16,"15267",1,24-02-15,9,24-02-15
779,830,2,3030,23-07-17,23-07-26,"16382",1,23-07-18,9,23-07-21
780,503,7,2205,23-02-17,23-02-23,"13101",1,23-02-19,9,23-02-19
781,502,13,2203,23-05-14,23-05-20,"18304",1,23-05-17,9,23-05-18
782,127,14,1253,24-07-28,24-08-03,"12118",1,24-08-01,9,24-08-01
783,86,8,1171,23-12-19,23-12-25,"12926",1,23-12-22,9,23-12-24
784,849,13,3049,23-11-13,23-11-22,"15794",1,23-11-16,9,23-11-17
785,478,3,2155,24-03-06,24-03-07,"10254",1,24-03-09,9,24-03-09
786,495,2,2189,23-09-19,23-09-24,"19544",1,23-09-20,9,23-09-21
787,448,13,2095,24-04-25,24-05-02,"11851",1,24-04-28,9,24-04-27
788,865,8,3065,23-02-08,23-02-10,"12935",1,23-02-12,9,23-02-13
789,538,2,2275,23-06-01,23-06-10,"13574",1,23-06-03,9,23-06-03
790,586,13,2371,24-10-14,24-10-20,"14413",1,24-10-15,9,24-10-18
791,939,6,3139,23-05-01,23-05-10,"16941",1,23-05-03,9,23-05-06
792,931,6,3131,23-07-08,23-07-12,"13319",1,23-07-11,9,23-07-13
793,194,6,1387,24-11-04,24-11-11,"19408",1,24-11-06,9,24-11-06
794,953,20,3153,23-04-02,23-04-06,"12948",1,23-04-06,9,23-04-07
795,471,14,2141,23-05-01,23-05-10,"18265",1,23-05-05,9,23-05-05
796,533,14,2265,24-06-15,24-06-20,"17049",1,24-06-19,9,24-06-19
797,469,14,2137,23-12-01,23-12-10,"10843",1,23-12-03,9,23-12-03
798,841,3,3041,23-11-15,23-11-21,"18182",1,23-11-18,9,23-11-19
799,140,16,1279,24-10-23,24-10-24,"19555",1,24-10-26,9,24-10-26
800,133,8,1265,24-08-31,24-09-07,"15431",1,24-09-02,9,24-09-03
801,969,16,3169,23-09-07,23-09-15,"19909",1,23-09-11,9,23-09-09
802,428,2,2055,24-01-01,24-01-05,"12763",1,24-01-05,9,24-01-03
803,421,13,2041,24-06-18,24-06-20,"12103",1,24-06-20,9,24-06-21
804,49,13,1097,23-01-22,23-01-31,"16891",1,23-01-25,9,23-01-25
805,124,7,1247,24-06-14,24-06-21,"19921",1,24-06-17,9,24-06-18
806,433,13,2065,24-11-23,24-11-25,"19050",1,24-11-27,9,24-11-27
807,926,2,3126,24-06-06,24-06-16,"18066",1,24-06-07,9,24-06-11
808,461,14,2121,24-11-30,24-12-09,"10279",1,24-12-03,9,24-12-03
809,949,20,3149,24-03-18,24-03-22,"11571",1,24-03-19,9,24-03-20
810,191,2,1381,24-08-21,24-08-27,"11145",1,24-08-23,9,24-08-23
811,582,16,2363,23-02-05,23-02-10,"16555",1,23-02-10,9,23-02-08
812,195,6,1389,24-01-05,24-01-07,"12705",1,24-01-08,9,24-01-09
813,561,7,2321,24-05-10,24-05-20,"13550",1,24-05-12,9,24-05-14
814,457,6,2113,24-07-08,24-07-16,"14355",1,24-07-10,9,24-07-09
815,570,2,2339,24-06-13,24-06-19,"13009",1,24-06-15,9,24-06-16
816,912,3,3112,23-07-28,23-07-31,"17528",1,23-08-02,9,23-07-31
817,100,14,1199,23-12-24,23-12-26,"14847",1,23-12-28,9,23-12-28
818,167,6,1333,23-10-28,23-11-03,"19453",1,23-11-02,9,23-11-02
819,993,15,3193,23-03-19,23-03-22,"16428",1,23-03-20,9,23-03-22
820,184,15,1367,23-05-15,23-05-25,"12558",1,23-05-18,9,23-05-18
821,998,8,3198,24-12-02,24-12-06,"12856",1,24-12-05,9,24-12-05
