"ORDERLINEID","ORDERID","ITEMID","DESCRIPTION","QUANTITY","UNITPRICE","TAXRATE","PICKEDQUANTITY","PICKINGCOMPLETEDWHEN"
12747,3972,142,"Halloween zombie mask (Light Brown) S",96,18,15,96,23-02-20
12748,3973,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",72,18,15,72,23-05-19
12749,3973,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",24,18,15,24,23-05-19
12750,3973,71,"Ride on toy sedan car (Yellow) 1/12 scale",4,230,15,4,23-05-19
12751,3973,18,"DBA joke mug - daaaaaa-ta (White)",7,13,15,7,23-05-19
12752,3973,167,"10 mm Anti static bubble wrap (Blue) 50m",100,99,15,100,23-05-19
12753,3974,137,"Animal with big feet slippers (Brown) XL",4,32,15,4,23-03-31
12754,3974,142,"Halloween zombie mask (Light Brown) S",48,18,15,48,23-03-31
12755,3974,64,"RC vintage American toy coupe with remote control (Red) 1/50 scale",8,30,15,8,23-03-31
12756,3974,2,"USB rocket launcher (Gray)",3,25,15,3,23-03-31
12757,3975,138,"Furry animal socks (Pink) S",108,5,15,108,23-07-08
12758,3975,171,"32 mm Anti static bubble wrap (Blue) 10m",60,32,15,60,23-07-08
12759,3976,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",84,18,15,84,23-01-15
12760,3976,109,"Superhero action jacket (Blue) XS",9,25,15,9,23-01-15
12761,3976,43,"Developer joke mug - understanding recursion requires understanding recursion (Black)",6,13,15,6,23-01-15
12762,3976,55,"IT joke mug - that behavior is by design (Black)",10,13,15,10,23-01-15
12763,3977,156,"10 mm Double sided bubble wrap 10m",50,15,15,50,23-10-24
12764,3977,53,"IT joke mug - keyboard not found … press F1 to continue (Black)",6,13,15,6,23-10-24
12765,3978,52,"IT joke mug - keyboard not found … press F1 to continue (White)",3,13,15,3,23-04-10
12766,3978,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",60,18,15,60,23-04-10
12767,3978,160,"20 mm Double sided bubble wrap 20m",20,33,15,20,23-04-10
12768,3978,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",48,18,15,48,23-04-10
12769,3979,140,"Furry animal socks (Pink) L",48,5,15,48,24-01-19
12770,3979,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",120,18,15,120,24-01-19
12771,3979,153,"Small sized bubblewrap roll 10m",90,4.5,15,90,24-01-19
12772,3979,12,"USB food flash drive - donut",3,32,15,3,24-01-19
12773,3979,46,"Developer joke mug - a foo walks into a bar (White)",2,13,15,2,24-01-19
12774,3980,54,"IT joke mug - that behavior is by design (White)",8,13,15,8,23-03-22
12775,3980,16,"DBA joke mug - mind if I join you? (White)",3,13,15,3,23-03-22
12776,3980,191,"Black and orange fragile despatch tape 48mmx75m",144,3.7,15,144,23-03-22
12777,3980,29,"DBA joke mug - two types of DBAs (Black)",6,13,15,6,23-03-22
12778,3981,129,"Plush shark slippers (Gray) XL",4,32,15,4,23-03-15
12779,3981,8,"USB food flash drive - dim sum 10 drive variety pack",3,240,15,3,23-03-15
12780,3981,216,"Void fill 100 L bag (White) 100L",80,12.5,15,80,23-03-15
12781,3981,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",72,18,15,72,23-03-15
12782,3982,12,"USB food flash drive - donut",4,32,15,4,23-07-19
12783,3982,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",96,18,15,96,23-07-19
12784,3982,8,"USB food flash drive - dim sum 10 drive variety pack",8,240,15,8,23-07-19
12785,3982,43,"Developer joke mug - understanding recursion requires understanding recursion (Black)",7,13,15,7,23-07-19
12786,3982,63,"RC toy sedan car with remote control (Pink) 1/50 scale",3,25,15,3,23-07-19
12787,3983,25,"DBA joke mug - I will get you in order (Black)",3,13,15,3,23-08-18
12788,3983,28,"DBA joke mug - two types of DBAs (White)",10,13,15,10,23-08-18
12789,3984,73,"Ride on vintage American toy coupe (Red) 1/12 scale",1,285,15,1,24-06-12
12790,4005,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",24,18,15,24,24-06-22
12791,3985,151,"Pack of 12 action figures (male)",10,16,15,10,24-10-08
12792,3985,45,"Developer joke mug - there are 10 types of people in the world (Black)",3,13,15,3,24-10-08
10047,3132,151,"Pack of 12 action figures (male)",1,16,15,1,24-07-08
10048,3132,176,"Bubblewrap dispenser (Red) 1.5m",8,240,15,8,24-07-08
10049,3133,172,"32 mm Anti static bubble wrap (Blue) 20m",40,48,15,40,24-02-12
10050,3133,169,"20 mm Anti static bubble wrap (Blue) 20m",40,45,15,40,24-02-12
10051,3133,108,"Superhero action jacket (Blue) XXS",3,25,15,3,24-02-12
10052,3134,81,"""The Gu"" red shirt XML tag t-shirt (White) L",96,18,15,96,24-06-29
10053,3134,175,"Bubblewrap dispenser (Blue) 1.5m",9,240,15,9,24-06-29
10054,3134,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",36,18,15,36,24-06-29
10055,3134,28,"DBA joke mug - two types of DBAs (White)",3,13,15,3,24-06-29
10056,3134,184,"Shipping carton (Brown) 305x305x305mm",250,3.5,15,250,24-06-29
10057,3135,69,"Ride on toy sedan car (Blue) 1/12 scale",2,230,15,2,24-04-26
10058,3135,12,"USB food flash drive - donut",8,32,15,8,24-04-26
10059,3135,29,"DBA joke mug - two types of DBAs (Black)",9,13,15,9,24-04-26
10060,3135,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",120,18,15,120,24-04-26
10061,3135,140,"Furry animal socks (Pink) L",24,5,15,24,24-04-26
10062,3136,166,"10 mm Anti static bubble wrap (Blue) 20m",30,42,15,30,23-07-25
10063,3136,152,"Pack of 12 action figures (female)",7,16,15,7,23-07-25
10064,3136,14,"USB food flash drive - fortune cookie",10,32,15,10,23-07-25
10065,3136,70,"Ride on toy sedan car (Green) 1/12 scale",10,230,15,10,23-07-25
10066,3137,34,"Developer joke mug - fun was unexpected at this time (White)",3,13,15,3,23-12-19
10067,3137,200,"Black and yellow heavy despatch tape 48mmx100m",24,4.1,15,24,23-12-19
10068,3137,193,"Black and orange glass with care despatch tape 48mmx75m",48,3.7,15,48,23-12-19
10069,3137,23,"DBA joke mug - it depends (Black)",9,13,15,9,23-12-19
10070,3137,45,"Developer joke mug - there are 10 types of people in the world (Black)",1,13,15,1,23-12-19
10071,3138,194,"Black and orange glass with care despatch tape  48mmx100m",48,4.1,15,48,24-07-16
10072,3138,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",12,18,15,12,24-07-16
10073,3138,44,"Developer joke mug - there are 10 types of people in the world (White)",9,13,15,9,24-07-16
10074,3139,180,"Shipping carton (Brown) 279x254x217mm",250,1.11,15,250,23-02-05
10075,3139,203,"Tape dispenser (Black)",50,32,15,50,23-02-05
10076,3139,35,"Developer joke mug - fun was unexpected at this time (Black)",1,13,15,1,23-02-05
10077,3139,181,"Shipping carton (Brown) 356x229x229mm",75,1.14,15,75,23-02-05
10078,3140,36,"Developer joke mug - when your hammer is C++ (White)",2,13,15,2,24-06-25
10079,3140,196,"Black and orange handle with care despatch tape  48mmx100m",96,4.1,15,96,24-06-25
10080,3140,135,"Animal with big feet slippers (Brown) M",6,32,15,6,24-06-25
10081,3140,59,"RC toy sedan car with remote control (Red) 1/50 scale",6,25,15,6,24-06-25
10082,3141,198,"Black and orange this way up despatch tape  48mmx100m",24,4.1,15,24,23-09-06
10083,3141,60,"RC toy sedan car with remote control (Blue) 1/50 scale",5,25,15,5,23-09-06
10084,3141,115,"Superhero action jacket (Blue) 3XL",2,34,15,2,23-09-06
10085,3142,133,"Furry gorilla with big eyes slippers (Black) XL",2,32,15,2,24-02-02
10086,3142,35,"Developer joke mug - fun was unexpected at this time (Black)",3,13,15,3,24-02-02
10087,3143,154,"Medium sized bubblewrap roll 20m",30,20,15,30,23-09-06
10088,3143,38,"Developer joke mug - inheritance is the OO way to become wealthy (White)",1,13,15,1,23-09-06
10089,3143,167,"10 mm Anti static bubble wrap (Blue) 50m",10,99,15,10,23-09-06
10090,3144,124,"Ogre battery-powered slippers (Green) L",5,32,15,5,24-12-24
10091,3144,36,"Developer joke mug - when your hammer is C++ (White)",3,13,15,3,24-12-24
10092,3144,70,"Ride on toy sedan car (Green) 1/12 scale",3,230,15,3,24-12-24
10093,3144,25,"DBA joke mug - I will get you in order (Black)",5,13,15,5,24-12-24
10094,3144,12,"USB food flash drive - donut",2,32,15,2,24-12-24
10095,3145,45,"Developer joke mug - there are 10 types of people in the world (Black)",3,13,15,3,24-03-13
10096,3145,29,"DBA joke mug - two types of DBAs (Black)",10,13,15,10,24-03-13
10097,3146,128,"Plush shark slippers (Gray) L",3,32,15,3,24-12-13
10098,3146,145,"Halloween zombie mask (Light Brown) XL",48,18,15,48,24-12-13
10099,3147,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",6,13,15,6,23-06-07
10100,3147,144,"Halloween zombie mask (Light Brown) L",24,18,15,24,23-06-07
10101,3147,17,"DBA joke mug - mind if I join you? (Black)",8,13,15,8,23-06-07
10102,3147,135,"Animal with big feet slippers (Brown) M",3,32,15,3,23-06-07
10103,3147,178,"Shipping carton (Brown) 500x310x310mm",200,2.55,15,200,23-06-07
10922,3401,38,"Developer joke mug - inheritance is the OO way to become wealthy (White)",7,13,15,7,23-08-07
10923,3402,167,"10 mm Anti static bubble wrap (Blue) 50m",70,99,15,70,23-05-17
10924,3402,21,"DBA joke mug - you might be a DBA if (Black)",1,13,15,1,23-05-17
10925,3403,119,"Dinosaur battery-powered slippers (Green) M",4,32,15,4,23-01-11
10926,3403,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",5,13,15,5,23-01-11
10927,3404,119,"Dinosaur battery-powered slippers (Green) M",1,32,15,1,23-08-24
10928,3404,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",108,18,15,108,23-08-24
10929,3405,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",7,13,15,7,24-07-24
10930,3405,133,"Furry gorilla with big eyes slippers (Black) XL",8,32,15,8,24-07-24
10931,3406,66,"RC big wheel monster truck with remote control (Black) 1/50 scale",9,45,15,9,23-05-20
10932,3406,160,"20 mm Double sided bubble wrap 20m",60,33,15,60,23-05-20
10933,3406,189,"Clear packaging tape 48mmx75m",78,2.9,15,78,23-05-20
10934,3406,170,"20 mm Anti static bubble wrap (Blue) 50m",70,102,15,70,23-05-20
10935,3406,155,"Large sized bubblewrap roll 50m",20,24,15,20,23-05-20
10936,3407,60,"RC toy sedan car with remote control (Blue) 1/50 scale",5,25,15,5,24-04-16
10937,3407,117,"Superhero action jacket (Blue) 5XL",7,34,15,7,24-04-16
10938,3407,195,"Black and orange handle with care despatch tape  48mmx75m",120,3.7,15,120,24-04-16
10939,3407,46,"Developer joke mug - a foo walks into a bar (White)",7,13,15,7,24-04-16
10940,3408,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",48,18,15,48,24-07-31
10941,3408,175,"Bubblewrap dispenser (Blue) 1.5m",10,240,15,10,24-07-31
10942,3408,118,"Dinosaur battery-powered slippers (Green) S",1,32,15,1,24-07-31
10943,3409,22,"DBA joke mug - it depends (White)",5,13,15,5,23-06-22
10944,3409,132,"Furry gorilla with big eyes slippers (Black) L",5,32,15,5,23-06-22
10945,3410,180,"Shipping carton (Brown) 279x254x217mm",50,1.11,15,50,23-05-01
10946,3410,46,"Developer joke mug - a foo walks into a bar (White)",1,13,15,1,23-05-01
10947,3410,189,"Clear packaging tape 48mmx75m",208,2.9,15,208,23-05-01
10948,3410,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",10,13,15,10,23-05-01
10949,3411,157,"10 mm Double sided bubble wrap 20m",30,30,15,30,23-08-12
10950,3411,109,"Superhero action jacket (Blue) XS",9,25,15,9,23-08-12
10951,3411,21,"DBA joke mug - you might be a DBA if (Black)",4,13,15,4,23-08-12
10952,3411,5,"USB food flash drive - hamburger",4,32,15,4,23-08-12
10953,3412,50,"Developer joke mug - old C developers never die (White)",10,13,15,10,24-07-17
10954,3412,163,"32 mm Double sided bubble wrap 20m",60,37,15,60,24-07-17
10955,3412,156,"10 mm Double sided bubble wrap 10m",70,15,15,70,24-07-17
10956,3412,126,"Plush shark slippers (Gray) S",3,32,15,3,24-07-17
10957,3413,124,"Ogre battery-powered slippers (Green) L",7,32,15,7,23-12-01
10958,3413,16,"DBA joke mug - mind if I join you? (White)",6,13,15,6,23-12-01
10959,3413,34,"Developer joke mug - fun was unexpected at this time (White)",10,13,15,10,23-12-01
10960,3414,2,"USB rocket launcher (Gray)",1,25,15,1,23-10-31
10961,3414,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",1,13,15,1,23-10-31
10962,3414,54,"IT joke mug - that behavior is by design (White)",3,13,15,3,23-10-31
10963,3414,116,"Superhero action jacket (Blue) 4XL",9,34,15,9,23-10-31
10964,3415,35,"Developer joke mug - fun was unexpected at this time (Black)",8,13,15,8,23-04-26
10965,3415,122,"Ogre battery-powered slippers (Green) S",4,32,15,4,23-04-26
10966,3415,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",96,18,15,96,23-04-26
10967,3415,178,"Shipping carton (Brown) 500x310x310mm",75,2.55,15,75,23-04-26
10968,3416,169,"20 mm Anti static bubble wrap (Blue) 20m",40,45,15,40,24-09-11
10969,3416,35,"Developer joke mug - fun was unexpected at this time (Black)",6,13,15,6,24-09-11
10970,3417,183,"Shipping carton (Brown) 480x270x320mm",150,2.74,15,150,24-08-10
10971,3417,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",36,18,15,36,24-08-10
10972,3417,134,"Animal with big feet slippers (Brown) S",5,32,15,5,24-08-10
10973,3417,121,"Dinosaur battery-powered slippers (Green) XL",10,32,15,10,24-08-10
10974,3418,186,"Shipping carton (Brown) 457x457x457mm",75,2.1,15,75,23-11-02
10975,3418,13,"USB food flash drive - shrimp cocktail",2,32,15,2,23-11-02
10976,3418,2,"USB rocket launcher (Gray)",1,25,15,1,23-11-02
10977,3418,214,"Air cushion film 200mmx200mm 325m",5,90,15,5,23-11-02
10978,3419,28,"DBA joke mug - two types of DBAs (White)",9,13,15,9,23-05-16
11861,3698,74,"Ride on vintage American toy coupe (Black) 1/12 scale",7,285,15,7,24-06-18
11862,3698,5,"USB food flash drive - hamburger",8,32,15,8,24-06-18
11863,3698,8,"USB food flash drive - dim sum 10 drive variety pack",4,240,15,4,24-06-18
11864,3699,1,"USB missile launcher (Green)",3,25,15,3,23-07-25
11865,3699,72,"Ride on toy sedan car (Pink) 1/12 scale",6,230,15,6,23-07-25
11866,3699,116,"Superhero action jacket (Blue) 4XL",3,34,15,3,23-07-25
11867,3700,207,"Permanent marker blue 5mm nib (Blue) 5mm",24,2.7,15,24,23-06-02
11868,3700,54,"IT joke mug - that behavior is by design (White)",5,13,15,5,23-06-02
11869,3701,13,"USB food flash drive - shrimp cocktail",5,32,15,5,24-07-29
11870,3701,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",36,18,15,36,24-07-29
11871,3702,73,"Ride on vintage American toy coupe (Red) 1/12 scale",4,285,15,4,24-12-23
11872,3702,38,"Developer joke mug - inheritance is the OO way to become wealthy (White)",8,13,15,8,24-12-23
11873,3702,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",108,18,15,108,24-12-23
11874,3703,74,"Ride on vintage American toy coupe (Black) 1/12 scale",8,285,15,8,24-10-14
11875,3703,13,"USB food flash drive - shrimp cocktail",10,32,15,10,24-10-14
11876,3704,70,"Ride on toy sedan car (Green) 1/12 scale",8,230,15,8,24-06-20
11877,3704,17,"DBA joke mug - mind if I join you? (Black)",3,13,15,3,24-06-20
11878,3704,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",60,18,15,60,24-06-20
11879,3704,34,"Developer joke mug - fun was unexpected at this time (White)",1,13,15,1,24-06-20
11880,3705,152,"Pack of 12 action figures (female)",3,16,15,3,24-11-05
11881,3705,110,"Superhero action jacket (Blue) S",9,25,15,9,24-11-05
11882,3705,32,"Developer joke mug - that's a hardware problem (White)",5,13,15,5,24-11-05
11883,3705,192,"Black and orange fragile despatch tape 48mmx100m",360,4.1,15,360,24-11-05
11884,3705,199,"Black and yellow heavy despatch tape  48mmx75m",192,3.7,15,192,24-11-05
11885,3706,151,"Pack of 12 action figures (male)",3,16,15,3,24-09-20
11886,3706,213,"Air cushion film 200mmx100mm 325m",8,87,15,8,24-09-20
11887,3706,128,"Plush shark slippers (Gray) L",1,32,15,1,24-09-20
11888,3707,48,"Developer joke mug - this code was generated by a tool (White)",2,13,15,2,24-06-27
11889,3707,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",120,18,15,120,24-06-27
11890,3708,184,"Shipping carton (Brown) 305x305x305mm",50,3.5,15,50,24-11-06
11891,3708,175,"Bubblewrap dispenser (Blue) 1.5m",3,240,15,3,24-11-06
11892,3708,105,"Alien officer hoodie (Black) 4XL",6,35,15,6,24-11-06
11893,3708,68,"Ride on toy sedan car (Red) 1/12 scale",10,230,15,10,24-11-06
11894,3709,29,"DBA joke mug - two types of DBAs (Black)",8,13,15,8,23-12-22
11895,3709,202,"Red and white urgent  heavy despatch tape  48mmx100m",48,4.1,15,48,23-12-22
11896,3709,106,"Alien officer hoodie (Black) 5XL",1,35,15,1,23-12-22
11897,3709,167,"10 mm Anti static bubble wrap (Blue) 50m",10,99,15,10,23-12-22
11898,3709,129,"Plush shark slippers (Gray) XL",5,32,15,5,23-12-22
11899,3710,165,"10 mm Anti static bubble wrap (Blue) 10m",60,26,15,60,23-09-24
11900,3710,22,"DBA joke mug - it depends (White)",4,13,15,4,23-09-24
11901,3710,161,"20 mm Double sided bubble wrap 50m",30,108,15,30,23-09-24
11902,3710,43,"Developer joke mug - understanding recursion requires understanding recursion (Black)",7,13,15,7,23-09-24
11903,3711,137,"Animal with big feet slippers (Brown) XL",4,32,15,4,24-05-21
11904,3711,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",84,18,15,84,24-05-21
11905,3711,186,"Shipping carton (Brown) 457x457x457mm",50,2.1,15,50,24-05-21
11906,3711,206,"Permanent marker black 5mm nib (Black) 5mm",120,2.7,15,120,24-05-21
11907,3712,134,"Animal with big feet slippers (Brown) S",3,32,15,3,24-09-28
11908,3712,213,"Air cushion film 200mmx100mm 325m",6,87,15,6,24-09-28
11909,3712,69,"Ride on toy sedan car (Blue) 1/12 scale",6,230,15,6,24-09-28
11910,3712,113,"Superhero action jacket (Blue) XL",9,30,15,9,24-09-28
11911,3713,185,"Shipping carton (Brown) 356x356x279mm",75,2.04,15,75,23-09-28
11912,3713,53,"IT joke mug - keyboard not found … press F1 to continue (Black)",3,13,15,3,23-09-28
11913,3713,67,"Ride on toy sedan car (Black) 1/12 scale",5,230,15,5,23-09-28
11914,3714,150,"Pack of 12 action figures (variety)",7,16,15,7,24-11-22
11915,3714,157,"10 mm Double sided bubble wrap 20m",30,30,15,30,24-11-22
11916,3714,146,"Halloween skull mask (Gray) S",84,18,15,84,24-11-22
11917,3714,185,"Shipping carton (Brown) 356x356x279mm",100,2.04,15,100,24-11-22
11918,3715,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",120,18,15,120,23-01-13
11919,3715,210,"Packing knife with metal insert blade (Yellow) 18mm",25,2.4,15,25,23-01-13
12793,3985,46,"Developer joke mug - a foo walks into a bar (White)",4,13,15,4,24-10-08
12794,3986,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",1,13,15,1,24-09-24
12795,3986,208,"Permanent marker red 5mm nib (Red) 5mm",120,2.7,15,120,24-09-24
12796,3986,124,"Ogre battery-powered slippers (Green) L",4,32,15,4,24-09-24
12797,4006,80,"""The Gu"" red shirt XML tag t-shirt (White) M",12,18,15,12,23-12-22
12798,3986,182,"Shipping carton (Brown) 457x279x279mm",125,1.28,15,125,24-09-24
12799,3987,66,"RC big wheel monster truck with remote control (Black) 1/50 scale",8,45,15,8,23-09-23
12800,3987,200,"Black and yellow heavy despatch tape 48mmx100m",24,4.1,15,24,23-09-23
12801,3987,51,"Developer joke mug - old C developers never die (Black)",3,13,15,3,23-09-23
12802,3988,175,"Bubblewrap dispenser (Blue) 1.5m",9,240,15,9,23-03-01
12803,3988,168,"20 mm Anti static bubble wrap (Blue) 10m",80,29,15,80,23-03-01
12804,3988,55,"IT joke mug - that behavior is by design (Black)",7,13,15,7,23-03-01
12805,3988,114,"Superhero action jacket (Blue) XXL",1,30,15,1,23-03-01
12806,3988,156,"10 mm Double sided bubble wrap 10m",100,15,15,100,23-03-01
12807,3989,50,"Developer joke mug - old C developers never die (White)",10,13,15,10,23-12-20
12808,3989,141,"Furry animal socks (Pink) XL",108,5,15,108,23-12-20
12809,3989,123,"Ogre battery-powered slippers (Green) M",7,32,15,7,23-12-20
12810,3990,70,"Ride on toy sedan car (Green) 1/12 scale",9,230,15,9,23-05-19
12811,3990,212,"Large  replacement blades 18mm",50,4.3,15,50,23-05-19
12812,3990,185,"Shipping carton (Brown) 356x356x279mm",50,2.04,15,50,23-05-19
12813,3990,174,"Bubblewrap dispenser (Black) 1.5m",4,240,15,4,23-05-19
12814,3991,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",24,18,15,24,23-01-12
12815,3991,210,"Packing knife with metal insert blade (Yellow) 18mm",15,2.4,15,15,23-01-12
